movie,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross,years
Les guerriers de l'Empire céleste,6.3,54.0,4029.0,1.0,Action,Adventure,Drama,Wen Jiang,Kiichi Nakai,Xueqi Wang,0.0,8.0,13.0,120.0,10000000.0,6106178.0,2003
Remember Me My Love,6.4,53.0,4013.0,1.0,Comedy,Romance,Drama,Fabrizio Bentivoglio,Laura Morante,Nicoletta Romanoff,0.0,8.0,28.0,125.0,5000000.0,12909601.0,2003
Good Boy,5.1,49.0,3991.0,2.0,Comedy,Drama,Family,Liam Aiken,Matthew Broderick,Molly Shannon,0.0,0.0,3.0,88.0,18000000.0,45490616.0,2003
Blackball,5.6,64.0,3945.0,1.0,Comedy,Drama,Sport,Paul Kaye,James Cromwell,Alice Evans,0.0,0.0,0.0,96.0,43819528.982781656,1223155.0,2003
The Mother,6.7,72.0,3930.0,1.0,Drama,Romance,Romance,Anne Reid,Daniel Craig,Anna Wilson-Jones,1.0,2.0,12.0,112.0,2500000.0,3039587.0,2003
Carolina,6.1,64.0,3925.0,3.0,Comedy,Drama,Romance,Julia Stiles,Shirley MacLaine,Alessandro Nivola,0.0,0.0,0.0,96.0,15000000.0,308641.0,2003
PTU,6.9,64.0,3889.0,1.0,Crime,Drama,Thriller,Simon Yam,Suet Lam,Ruby Wong,0.0,13.0,24.0,88.0,43819528.982781656,849.0,2003
Chasing Papi,4.8,33.0,3871.0,2.0,Comedy,Romance,Romance,Eduardo Verástegui,Roselyn Sanchez,Sofía Vergara,0.0,0.0,1.0,80.0,43819528.982781656,12661189.0,2003
King of the Ants,6.2,64.0,3824.0,1.0,Crime,Drama,Thriller,Chris McKenna,Kari Wuhrer,George Wendt,0.0,0.0,0.0,102.0,43819528.982781656,53160295.192035295,2003
The Big Empty,6.1,64.0,3802.0,1.0,Comedy,Drama,Mystery,Jon Favreau,Joey Lauren Adams,Kelsey Grammer,0.0,0.0,1.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
Kaena: The Prophecy,6.0,40.0,3802.0,3.0,Animation,Adventure,Family,Kirsten Dunst,Anjelica Huston,Richard Harris,0.0,0.0,2.0,85.0,43819528.982781656,465618.0,2003
Dracula II: Ascension,4.7,64.0,3794.0,1.0,Horror,Horror,Horror,Jennifer Kroll,Jason Scott Lee,Craig Sheffer,0.0,0.0,3.0,85.0,3200000.0,53160295.192035295,2003
Gacy,4.7,64.0,3773.0,1.0,Biography,Crime,Drama,Mark Holton,Adam Baldwin,Tom Waldman,0.0,0.0,0.0,88.0,250000.0,53160295.192035295,2003
Devil's Pond,5.4,64.0,3730.0,1.0,Drama,Thriller,Thriller,Kip Pardue,Tara Reid,Meredith Baxter,0.0,0.0,0.0,103.28243887592573,5000000.0,15027.0,2003
The Real Cancun,2.8,34.0,3703.0,1.0,Documentary,Documentary,Documentary,Benjamin Fletcher,Nicole Frilot,Roxanne Frilot,0.0,1.0,3.0,103.28243887592573,7500000.0,5345083.0,2003
The Last Horror Movie,5.6,64.0,3684.0,1.0,Horror,Thriller,Thriller,Kevin Howarth,Mark Stevenson,Antonia Beamish,0.0,15.0,3.0,103.28243887592573,780000.0,53160295.192035295,2003
Anne B. Real,2.3,64.0,3601.0,3.0,Drama,Drama,Drama,Carlos Leon,Eric Smith,Jackie Quinones,0.0,4.0,3.0,91.0,43819528.982781656,53160295.192035295,2003
Godzilla: Tokyo S.O.S.,6.6,64.0,3599.0,2.0,Action,Adventure,Fantasy,Noboru Kaneko,Miho Yoshioka,Mickey Koga,0.0,0.0,1.0,91.0,43819528.982781656,10724345.0,2003
Schultze Gets the Blues,7.0,67.0,3546.0,2.0,Comedy,Drama,Music,Horst Krause,Harald Warmbrunn,Karl-Fred Müller,0.0,11.0,5.0,114.0,43819528.982781656,4034232.0,2003
The Diary of Ellen Rimbauer,5.5,64.0,3468.0,1.0,Drama,Horror,Mystery,Lisa Brenner,Steven Brand,Kate Burton,0.0,0.0,1.0,88.0,43819528.982781656,53160295.192035295,2003
Anatomy 2,5.1,46.0,3449.0,1.0,Horror,Sci-Fi,Thriller,Ariane Schnug,August Diehl,Herbert Knaup,0.0,1.0,2.0,101.0,43819528.982781656,5152549.0,2003
Nicotina,6.6,49.0,3420.0,1.0,Action,Comedy,Crime,Diego Luna,Marta Belaustegui,Rosa María Bianchi,0.0,12.0,12.0,93.0,43819528.982781656,5751007.0,2003
Love Object,6.3,45.0,3351.0,1.0,Drama,Horror,Romance,Desmond Harrington,Melissa Sagemiller,Udo Kier,0.0,5.0,2.0,84.0,1000000.0,6028.0,2003
Grand Theft Parsons,6.0,46.0,3305.0,3.0,Adventure,Comedy,Drama,Johnny Knoxville,Christina Applegate,Marley Shelton,0.0,0.0,0.0,88.0,43819528.982781656,6876.0,2003
Zelary,7.6,66.0,3299.0,1.0,Drama,Romance,War,Anna Geislerová,György Cserhalmi,Ivan Trojan,1.0,4.0,10.0,142.0,43819528.982781656,15461305.0,2003
Bukowski: Born into This,7.9,77.0,3297.0,1.0,Documentary,Biography,Biography,Charles Bukowski,Bono,John Bryan,0.0,0.0,1.0,130.0,43819528.982781656,329097.0,2003
Mimic: Sentinel,4.3,64.0,3281.0,1.0,Horror,Sci-Fi,Thriller,Lance Henriksen,Karl Geary,Alexis Dziena,0.0,0.0,3.0,77.0,43819528.982781656,53160295.192035295,2003
Disparitions,6.2,27.0,3200.0,1.0,Drama,Romance,Thriller,Antonio Banderas,Emma Thompson,Rubén Blades,0.0,0.0,1.0,107.0,43819528.982781656,383106.0,2003
Off the Map,7.2,68.0,3194.0,3.0,Drama,Drama,Drama,Valentina de Angelis,Joan Allen,Sam Elliott,0.0,2.0,1.0,108.0,43819528.982781656,1319492.0,2003
The Hitcher II: I've Been Waiting,4.3,64.0,3155.0,1.0,Horror,Thriller,Thriller,Jake Busey,Kari Wuhrer,C. Thomas Howell,0.0,0.0,1.0,93.0,43819528.982781656,53160295.192035295,2003
Swimming Upstream,7.1,58.0,3139.0,3.0,Biography,Drama,Sport,Geoffrey Rush,Judy Davis,Jesse Spencer,0.0,4.0,15.0,114.0,43819528.982781656,791154.0,2003
Octane,4.3,64.0,3023.0,1.0,Horror,Mystery,Thriller,Madeleine Stowe,Norman Reedus,Bijou Phillips,0.0,0.0,0.0,91.0,11500000.0,53160295.192035295,2003
Après Vous,6.5,53.0,2990.0,1.0,Comedy,Romance,Romance,Daniel Auteuil,José Garcia,Sandrine Kiberlain,0.0,1.0,1.0,110.0,43819528.982781656,8852763.0,2003
Absolon,4.2,64.0,2980.0,1.0,Sci-Fi,Action,Thriller,Christopher Lambert,Kelly Brook,Lou Diamond Phillips,0.0,0.0,0.0,96.0,8000000.0,7016.0,2003
The Visual Bible: The Gospel of John,7.7,52.0,2950.0,3.0,Biography,Drama,History,Henry Ian Cusick,Daniel Kash,Christopher Plummer,0.0,1.0,3.0,180.0,10000000.0,4078741.0,2003
La fleur du mal,6.5,67.0,2911.0,1.0,Drama,Drama,Drama,Nathalie Baye,Benoît Magimel,Suzanne Flon,0.0,0.0,2.0,104.0,43819528.982781656,7587959.0,2003
Bionicle: Mask of Light,5.6,64.0,2889.0,2.0,Animation,Action,Adventure,Jason Michas,Andrew Francis,Scott McNeil,0.0,4.0,4.0,103.28243887592573,5200000.0,53160295.192035295,2003
Fear of the Dark,5.3,64.0,2886.0,3.0,Horror,Horror,Horror,Kevin Zegers,Jesse James,Rachel Skarsten,0.0,0.0,0.0,86.0,43819528.982781656,53160295.192035295,2003
Wishing Stairs,5.9,64.0,2863.0,1.0,Horror,Drama,Drama,Ji-Hyo Song,Han-byeol Park,An Jo,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
Black Cadillac,5.9,64.0,2792.0,1.0,Horror,Thriller,Thriller,Randy Quaid,Shane Johnson,Josh Hammond,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
This Girl's Life,5.7,63.0,2732.0,1.0,Drama,Drama,Drama,Juliette Marquis,James Woods,Kip Pardue,0.0,0.0,1.0,104.0,43819528.982781656,53160295.192035295,2003
Lucky 7,6.7,64.0,2650.0,3.0,Comedy,Romance,Romance,Kimberly Williams-Paisley,Patrick Dempsey,Brad Rowe,0.0,0.0,0.0,112.0,3500000.0,53160295.192035295,2003
Haasil,7.6,64.0,2621.0,3.0,Crime,Drama,Romance,Jimmy Sheirgill,Hrishitaa Bhatt,Irrfan Khan,0.0,4.0,7.0,160.0,43819528.982781656,53160295.192035295,2003
Red Water,4.1,64.0,2584.0,1.0,Action,Adventure,Crime,Lou Diamond Phillips,Kristy Swanson,Coolio,0.0,0.0,0.0,92.0,43819528.982781656,53160295.192035295,2003
Step Into Liquid,7.5,72.0,2572.0,2.0,Documentary,Sport,Sport,Laird Hamilton,Layne Beachley,Dan Malloy,0.0,0.0,2.0,87.0,43819528.982781656,4041588.0,2003
Melvin Goes to Dinner,6.8,64.0,2555.0,1.0,Comedy,Drama,Romance,Michael Blieden,Stephanie Courtney,Matt Price,0.0,5.0,9.0,103.28243887592573,43819528.982781656,4168.0,2003
A Decade Under the Influence,7.6,67.0,2479.0,1.0,Documentary,Documentary,Documentary,Francis Ford Coppola,William Friedkin,Robert Altman,1.0,1.0,1.0,138.0,43819528.982781656,34837.0,2003
Hangman's Curse,4.9,64.0,2462.0,3.0,Horror,Mystery,Thriller,David Keith,Mel Harris,Leighton Meester,0.0,0.0,0.0,103.28243887592573,2000000.0,168406.0,2003
Pride and Prejudice,5.1,64.0,2383.0,2.0,Comedy,Romance,Romance,Kam Heskin,Orlando Seale,Lucila Solá,0.0,0.0,0.0,103.28243887592573,43819528.982781656,377271.0,2003
Gold Diggers,3.0,6.0,2354.0,3.0,Comedy,Crime,Crime,Will Friedle,Chris Owen,Louise Lasser,0.0,0.0,0.0,90.0,43819528.982781656,829140.0,2003
The Bone Snatcher,4.4,64.0,2265.0,1.0,Horror,Mystery,Sci-Fi,Scott Bairstow,Rachel Shelley,Warrick Grier,0.0,0.0,0.0,90.0,6000000.0,53160295.192035295,2003
Rolling Kansas,6.2,64.0,2222.0,1.0,Comedy,Comedy,Comedy,James Roday,Sam Huntington,Jay Paulson,0.0,0.0,0.0,89.0,43819528.982781656,53160295.192035295,2003
Quicksand,5.3,64.0,2216.0,1.0,Crime,Drama,Thriller,Michael Keaton,Michael Caine,Judith Godrèche,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
Rosenstrasse,6.7,49.0,2213.0,3.0,Drama,War,War,Katja Riemann,Maria Schrader,Svea Lohde,0.0,9.0,3.0,136.0,43819528.982781656,6075609.0,2003
Timecop: The Berlin Decision,4.7,64.0,2179.0,1.0,Action,Sci-Fi,Sci-Fi,Jason Scott Lee,Thomas Ian Griffith,Mary Page Keller,0.0,0.0,0.0,78.0,43819528.982781656,53160295.192035295,2003
Detention,4.1,64.0,2148.0,1.0,Action,Drama,Thriller,Dolph Lundgren,Alex Karzis,Kata Dobó,0.0,0.0,1.0,98.0,5000000.0,16324.0,2003
Monte Walsh,7.1,64.0,2133.0,3.0,Romance,Western,Western,Tom Selleck,Isabella Rossellini,Keith Carradine,1.0,0.0,1.0,117.0,43819528.982781656,53160295.192035295,2003
Festival Express,7.6,85.0,2118.0,1.0,Documentary,History,Music,Janis Joplin,Grateful Dead,The Band,0.0,1.0,2.0,103.28243887592573,43819528.982781656,1281754.0,2003
Bookies,6.0,64.0,2078.0,1.0,Comedy,Crime,Drama,Nick Stahl,Johnny Galecki,Lukas Haas,0.0,0.0,0.0,88.0,8500000.0,53160295.192035295,2003
High Roller: The Stu Ungar Story,6.1,64.0,2023.0,1.0,Biography,Drama,Drama,Al Bernstein,Andrew N.S. Glazer,Michael Imperioli,0.0,0.0,3.0,120.0,43819528.982781656,53160295.192035295,2003
Nemesis Game,5.5,64.0,2011.0,1.0,Mystery,Thriller,Thriller,Carly Pope,Ian McShane,Adrian Paul,0.0,4.0,5.0,103.28243887592573,3000000.0,53160295.192035295,2003
Casa de los babys,6.3,55.0,2011.0,1.0,Drama,Drama,Drama,Daryl Hannah,Maggie Gyllenhaal,Mary Steenburgen,0.0,0.0,1.0,95.0,43819528.982781656,525715.0,2003
Die Mommie Die!,6.5,54.0,1937.0,1.0,Comedy,Comedy,Comedy,Charles Busch,Natasha Lyonne,Jason Priestley,0.0,4.0,2.0,90.0,43819528.982781656,320092.0,2003
Prey for Rock & Roll,6.2,48.0,1887.0,1.0,Drama,Music,Music,Gina Gershon,Lori Petty,Marc Blucas,0.0,0.0,0.0,104.0,43819528.982781656,86277.0,2003
Acacia,5.7,64.0,1884.0,1.0,Horror,Thriller,Thriller,Hye-jin Shim,Jin-geun Kim,Oh-bin Mun,0.0,1.0,2.0,103.0,2200000.0,53160295.192035295,2003
Concert for George,8.6,82.0,1821.0,3.0,Documentary,Music,Music,Joe Brown,Eric Clapton,Jools Holland,0.0,0.0,2.0,101.0,43819528.982781656,134600.0,2003
I Love Your Work,5.3,39.0,1774.0,1.0,Drama,Mystery,Mystery,Marisa Coughlan,Judy Greer,Shalom Harlow,0.0,0.0,0.0,111.0,1650000.0,3264.0,2003
Ek Aur Ek Gyarah: By Hook or by Crook,5.2,64.0,1767.0,3.0,Action,Comedy,Crime,Sanjay Dutt,Govinda,Amrita Arora,0.0,0.0,0.0,144.0,43819528.982781656,53160295.192035295,2003
Sin,4.6,64.0,1754.0,1.0,Crime,Drama,Thriller,Gary Oldman,Ving Rhames,Kerry Washington,0.0,0.0,0.0,107.0,6500000.0,53160295.192035295,2003
The Actors,6.0,64.0,1657.0,1.0,Comedy,Crime,Crime,Michael Caine,Dylan Moran,Michael Gambon,0.0,0.0,4.0,103.28243887592573,43819528.982781656,367742.0,2003
16 Years of Alcohol,6.3,57.0,1627.0,1.0,Crime,Drama,Drama,Kevin McKidd,Laura Fraser,Susan Lynch,0.0,4.0,9.0,103.28243887592573,43819528.982781656,8046.0,2003
Easy,5.8,47.0,1600.0,1.0,Comedy,Romance,Drama,Marguerite Moreau,Brían F. O'Byrne,Naveen Andrews,0.0,0.0,1.0,103.28243887592573,43819528.982781656,86061.0,2003
Windy City Heat,7.4,64.0,1596.0,1.0,Comedy,Comedy,Comedy,Perry F. Caravello,Don Barris,Tony Barbieri,0.0,0.0,1.0,120.0,43819528.982781656,53160295.192035295,2003
DarkWolf,2.7,64.0,1554.0,1.0,Horror,Horror,Horror,Samaire Armstrong,Ryan Alosio,Andrea Bogart,0.0,0.0,0.0,94.0,2500000.0,53160295.192035295,2003
Evil Breed: The Legend of Samhain,3.2,64.0,1482.0,1.0,Comedy,Horror,Horror,Bobbie Phillips,Howard Rosenstein,Ginger Lynn,0.0,0.0,0.0,78.0,43819528.982781656,53160295.192035295,2003
Coronado,4.4,64.0,1472.0,3.0,Action,Adventure,Comedy,Kristin Dattilo,Clayton Rohner,Michael Lowry,0.0,0.0,0.0,88.0,4700000.0,53160295.192035295,2003
Vlad,3.3,64.0,1460.0,1.0,Horror,Thriller,Thriller,Francesco Quinn,Billy Zane,Brad Dourif,0.0,0.0,2.0,103.28243887592573,43819528.982781656,41176.0,2003
Mayor of the Sunset Strip,7.0,71.0,1445.0,1.0,Documentary,Biography,Music,Rodney Bingenheimer,David Bowie,Joey Ramone,0.0,1.0,1.0,94.0,43819528.982781656,257315.0,2003
I'll Be There,6.4,64.0,1424.0,3.0,Comedy,Musical,Romance,Charlotte Church,Craig Ferguson,Jemma Redgrave,0.0,0.0,1.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
Behind the Red Door,6.4,64.0,1411.0,1.0,Drama,Drama,Drama,Kyra Sedgwick,Kiefer Sutherland,Stockard Channing,0.0,0.0,0.0,105.0,43819528.982781656,53160295.192035295,2003
Daybreak,7.1,60.0,1399.0,1.0,Drama,Drama,Drama,Pernilla August,Jakob Eklund,Leif Andrée,0.0,9.0,6.0,110.0,43819528.982781656,29081.0,2003
One Last Dance,5.5,64.0,1384.0,3.0,Drama,Romance,Romance,Patrick Swayze,Lisa Niemi,George De La Pena,0.0,0.0,0.0,103.28243887592573,16000000.0,1041741.0,2003
Perfect Strangers,5.2,64.0,1375.0,3.0,Drama,Romance,Thriller,Rachael Blake,Robyn Malcolm,Madeleine Sami,0.0,3.0,11.0,103.28243887592573,43819528.982781656,309740.0,2003
Sky High,6.1,64.0,1373.0,1.0,Fantasy,Mystery,Action,Yumiko Shaku,Takao Osawa,Shôsuke Tanihara,0.0,0.0,0.0,103.28243887592573,43819528.982781656,321734.0,2003
The Boys & Girl from County Clare,6.5,59.0,1362.0,1.0,Comedy,Music,Romance,Colm Meaney,Bernard Hill,Shaun Evans,0.0,2.0,2.0,90.0,8000000.0,151869.0,2003
I Witness,5.8,64.0,1352.0,1.0,Action,Crime,Drama,Jeff Daniels,James Spader,Portia de Rossi,0.0,0.0,1.0,103.28243887592573,8000000.0,53160295.192035295,2003
Silent Warnings,3.9,64.0,1347.0,1.0,Horror,Sci-Fi,Thriller,Stephen Baldwin,A.J. Buckley,Billy Zane,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
Girls Will Be Girls,7.0,52.0,1344.0,1.0,Comedy,Romance,Romance,Jack Plotnick,Clinton Leupp,Jeffery Roberson,0.0,0.0,5.0,79.0,43819528.982781656,148047.0,2003
The Roman Spring of Mrs. Stone,6.3,64.0,1343.0,1.0,Drama,Romance,Romance,Helen Mirren,Olivier Martinez,Anne Bancroft,2.0,0.0,0.0,114.0,43819528.982781656,53160295.192035295,2003
The Pentagon Papers,6.6,64.0,1342.0,1.0,Drama,History,Thriller,James Spader,Claire Forlani,Paul Giamatti,1.0,1.0,3.0,99.0,43819528.982781656,53160295.192035295,2003
The Era of Vampires,4.7,33.0,1315.0,1.0,Horror,Action,Action,Ken Chang,Michael Man-Kin Chow,Suet Lam,0.0,0.0,0.0,85.0,1000000.0,53160295.192035295,2003
Twist,6.3,39.0,1307.0,1.0,Drama,Drama,Drama,Nick Stahl,Gary Farmer,Stephen McHattie,0.0,1.0,3.0,97.0,350000.0,47370.0,2003
Tube,5.5,64.0,1304.0,1.0,Action,Crime,Drama,Seok-hun Kim,Doona Bae,Sang-min Park,0.0,0.0,0.0,112.0,43819528.982781656,78162.0,2003
Faster,7.8,57.0,1277.0,3.0,Documentary,Documentary,Documentary,Ewan McGregor,Valentino Rossi,Max Biaggi,0.0,0.0,0.0,103.0,43819528.982781656,16265.0,2003
Game Over: Kasparov and the Machine,6.8,66.0,1258.0,2.0,Documentary,Documentary,Documentary,Marc Ghannoum,Joel Benjamin,Michael Greengard,0.0,0.0,1.0,90.0,43819528.982781656,53160295.192035295,2003
Die Wilden Kerle: Alles ist gut solange du wild bist!,4.9,64.0,1245.0,2.0,Family,Family,Family,Jimi Blue Ochsenknecht,Raban Bieling,Sarah Kim Gries,0.0,3.0,3.0,103.28243887592573,43819528.982781656,5049136.0,2003
Imperium: Augustus,6.3,64.0,1236.0,1.0,Drama,History,Romance,Peter O'Toole,Charlotte Rampling,Vittoria Belvedere,0.0,0.0,0.0,200.0,43819528.982781656,53160295.192035295,2003
Visitors,5.0,64.0,1226.0,1.0,Drama,Horror,Mystery,Radha Mitchell,Susannah York,Ray Barrett,0.0,0.0,5.0,100.0,43819528.982781656,53160295.192035295,2003
Live Forever,7.2,64.0,1208.0,1.0,Documentary,Music,Music,Noel Gallagher,Liam Gallagher,Damon Albarn,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
Winter Break,5.0,64.0,1207.0,1.0,Comedy,Drama,Drama,Milo Ventimiglia,Eddie Kaye Thomas,Justin Urich,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
The Tesseract,5.3,64.0,1204.0,1.0,Action,Crime,Drama,Jonathan Rhys Meyers,Saskia Reeves,Alexander Rendell,0.0,1.0,1.0,96.0,43819528.982781656,53160295.192035295,2003
Just for Kicks,2.9,64.0,1204.0,2.0,Adventure,Comedy,Family,Cole Sprouse,Dylan Sprouse,Tom Arnold,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
Doppelganger,6.4,64.0,1197.0,1.0,Comedy,Fantasy,Thriller,Kôji Yakusho,Hiromi Nagasaku,Yûsuke Santamaria,0.0,0.0,2.0,107.0,43819528.982781656,53160295.192035295,2003
Cheerleader Massacre,3.3,64.0,1187.0,1.0,Horror,Thriller,Thriller,Tamie Sheffield,Charity Rahmer,Erin Byron,0.0,0.0,0.0,85.0,60000.0,53160295.192035295,2003
La triade du papillon,6.2,68.0,1168.0,1.0,Drama,History,War,Ziyi Zhang,Tôru Nakamura,Ye Liu,0.0,1.0,8.0,127.0,43819528.982781656,17790.0,2003
Testosterone,5.4,34.0,1142.0,1.0,Comedy,Drama,Romance,David Sutcliffe,Celina Font,Antonio Sabato Jr.,0.0,0.0,0.0,105.0,43819528.982781656,248128.0,2003
Flesh for the Beast,3.4,28.0,1130.0,1.0,Fantasy,Horror,Horror,Jane Scarlett,Sergio Jones,Clark Beasley Jr.,0.0,0.0,1.0,89.0,43819528.982781656,53160295.192035295,2003
Lost Junction,5.6,64.0,1126.0,1.0,Drama,Thriller,Romance,Neve Campbell,Billy Burke,Jake Busey,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2003
Bloody Murder 2: Closing Camp,4.4,64.0,1119.0,1.0,Drama,Horror,Mystery,Katy Woodruff,Tyler Sedustine,Amanda Magarian,0.0,0.0,0.0,92.0,325000.0,53160295.192035295,2003
Wondrous Oblivion,7.1,61.0,1114.0,2.0,Comedy,Drama,Family,Sam Smith,Leagh Conwell,Dominic Barklem,0.0,2.0,4.0,106.0,43819528.982781656,1374302.0,2003
Sol Goode,5.4,64.0,1114.0,1.0,Comedy,Romance,Romance,Amanda Anka,Jason Bateman,Beau Baxter,0.0,0.0,0.0,103.28243887592573,3000000.0,53160295.192035295,2003
Dallas 362,6.2,55.0,1102.0,1.0,Drama,Drama,Drama,Scott Caan,Jeff Goldblum,Shawn Hatosy,0.0,0.0,1.0,100.0,43819528.982781656,21108.0,2003
Une souris verte,4.3,64.0,1101.0,1.0,Crime,Thriller,Thriller,Edward Furlong,Emilia Fox,Chiwetel Ejiofor,0.0,0.0,0.0,89.0,4800000.0,41740.0,2003
S.I.C.K. Serial Insane Clown Killer,2.3,64.0,1083.0,1.0,Horror,Thriller,Thriller,Erica Hanlon,Ken Hebert,Christopher Allison,0.0,0.0,0.0,97.0,43819528.982781656,53160295.192035295,2003
Kingpin,7.6,64.0,1074.0,1.0,Action,Crime,Drama,Yancey Arias,Brian Benben,Bobby Cannavale,1.0,0.0,0.0,60.0,43819528.982781656,53160295.192035295,2003
Dragon Fighter,3.4,64.0,1072.0,1.0,Action,Sci-Fi,Thriller,Dean Cain,Kristine Byers,Robert Zachar,0.0,0.0,0.0,85.0,3000000.0,53160295.192035295,2003
Out of the Ashes,6.9,64.0,1071.0,1.0,Drama,Drama,Drama,Christine Lahti,Bruce Davison,Jonathan Cake,1.0,2.0,1.0,113.0,43819528.982781656,53160295.192035295,2003
The Lord of the G-Strings: The Femaleship of the String,3.7,64.0,1070.0,1.0,Action,Fantasy,Adventure,Erin Brown,Darian Caine,A.J. Khan,0.0,0.0,0.0,90.0,43819528.982781656,53160295.192035295,2003
The Lord of the Rings: The Two Towers,8.7,87.0,1437282.0,3.0,Adventure,Drama,Fantasy,Elijah Wood,Ian McKellen,Viggo Mortensen,2.0,123.0,137.0,179.0,94000000.0,951208089.0,2002
Catch Me If You Can,8.1,75.0,788343.0,3.0,Biography,Crime,Drama,Leonardo DiCaprio,Tom Hanks,Christopher Walken,2.0,16.0,44.0,141.0,52000000.0,352114312.0,2002
The Pianist,8.5,85.0,699651.0,1.0,Biography,Drama,Music,Adrien Brody,Thomas Kretschmann,Frank Finlay,3.0,54.0,73.0,150.0,35000000.0,120072577.0,2002
City of God,8.6,79.0,680822.0,1.0,Crime,Drama,Drama,Alexandre Rodrigues,Leandro Firmino,Matheus Nachtergaele,4.0,75.0,44.0,130.0,3300000.0,30680793.0,2002
Spider-Man,7.3,73.0,670777.0,3.0,Action,Adventure,Sci-Fi,Tobey Maguire,Kirsten Dunst,Willem Dafoe,2.0,16.0,61.0,121.0,139000000.0,825025036.0,2002
Star Wars: Episode II - Attack of the Clones,6.5,54.0,620780.0,2.0,Action,Adventure,Fantasy,Hayden Christensen,Natalie Portman,Ewan McGregor,1.0,19.0,63.0,142.0,115000000.0,653779970.0,2002
Harry Potter and the Chamber of Secrets,7.4,63.0,529927.0,2.0,Adventure,Family,Fantasy,Daniel Radcliffe,Rupert Grint,Emma Watson,3.0,13.0,43.0,161.0,100000000.0,879465594.0,2002
The Bourne Identity,7.9,68.0,495466.0,3.0,Action,Mystery,Thriller,Franka Potente,Matt Damon,Chris Cooper,0.0,3.0,6.0,119.0,60000000.0,214034224.0,2002
Minority Report,7.6,80.0,494352.0,3.0,Action,Crime,Mystery,Tom Cruise,Colin Farrell,Samantha Morton,1.0,20.0,89.0,145.0,102000000.0,358372926.0,2002
Ice Age,7.5,60.0,428053.0,2.0,Animation,Adventure,Comedy,Denis Leary,John Leguizamo,Ray Romano,1.0,5.0,29.0,81.0,59000000.0,383257136.0,2002
Gangs of New York,7.5,72.0,393565.0,1.0,Crime,Drama,Drama,Leonardo DiCaprio,Cameron Diaz,Daniel Day-Lewis,10.0,50.0,124.0,167.0,100000000.0,193772504.0,2002
28 Days Later...,7.6,73.0,366735.0,1.0,Drama,Horror,Sci-Fi,Cillian Murphy,Naomie Harris,Christopher Eccleston,0.0,10.0,31.0,113.0,8000000.0,85720385.0,2002
Men in Black II,6.2,49.0,334354.0,3.0,Action,Adventure,Comedy,Tommy Lee Jones,Will Smith,Rip Torn,0.0,4.0,16.0,88.0,140000000.0,445135288.0,2002
Signs,6.7,59.0,329729.0,3.0,Drama,Mystery,Sci-Fi,Mel Gibson,Joaquin Phoenix,Rory Culkin,0.0,3.0,34.0,106.0,72000000.0,408247917.0,2002
The Ring,7.1,57.0,312738.0,3.0,Horror,Mystery,Mystery,Naomi Watts,Martin Henderson,Brian Cox,0.0,14.0,12.0,115.0,48000000.0,249348933.0,2002
Equilibrium,7.4,33.0,306598.0,1.0,Action,Drama,Sci-Fi,Christian Bale,Sean Bean,Emily Watson,0.0,0.0,2.0,107.0,20000000.0,5368217.0,2002
The Transporter,6.8,51.0,279695.0,3.0,Action,Crime,Thriller,Jason Statham,Shu Qi,Matt Schulze,0.0,0.0,0.0,92.0,21000000.0,43928932.0,2002
Insomnia,7.2,78.0,265947.0,1.0,Drama,Mystery,Thriller,Al Pacino,Robin Williams,Hilary Swank,0.0,1.0,10.0,118.0,46000000.0,113758770.0,2002
Panic Room,6.8,65.0,250233.0,1.0,Crime,Drama,Thriller,Jodie Foster,Kristen Stewart,Forest Whitaker,0.0,1.0,9.0,112.0,48000000.0,197079546.0,2002
Phone Booth,7.0,56.0,246050.0,1.0,Crime,Thriller,Thriller,Colin Farrell,Kiefer Sutherland,Forest Whitaker,0.0,1.0,8.0,81.0,13000000.0,97837138.0,2002
Red Dragon,7.2,60.0,243610.0,1.0,Crime,Drama,Thriller,Anthony Hopkins,Edward Norton,Ralph Fiennes,0.0,4.0,10.0,124.0,78000000.0,209196298.0,2002
8 Mile,7.1,77.0,242751.0,1.0,Drama,Music,Music,Eminem,Brittany Murphy,Kim Basinger,1.0,14.0,21.0,110.0,41000000.0,242875078.0,2002
Resident Evil,6.7,33.0,241778.0,1.0,Action,Horror,Sci-Fi,Milla Jovovich,Michelle Rodriguez,Ryan McCluskey,0.0,0.0,7.0,100.0,33000000.0,102984862.0,2002
